ID	Movement	dDay	DayInYear	BearID	Repro	Year	Den	Avail	MainHabitat	Month	Season
489	12.32969437	2035	208	7791	2	1993	1	0.628	5	7	3
667	62.09999973	1207	111	7798	2	1991	0	0.6658	4	4	2
668	25.86746994	1213	117	7798	2	1991	0	0.7937	4	4	2
669	23.23634195	1219	123	7798	2	1991	0	0.8777	4	5	2
670	13.38709095	1225	129	7798	2	1991	0	0.8256	4	5	2
671	27.40345937	1231	135	7798	2	1991	0	0.7449	4	5	2
672	29.31397947	1237	141	7798	2	1991	0	0.5031	4	5	2
673	51.89753756	1243	147	7798	2	1991	0	0.6024	3	5	2
674	23.6846706	1249	153	7798	2	1991	0	0.8805	4	6	2
675	117.2058368	1267	171	7798	2	1991	0	0.3483	5	6	2
676	35.42927752	1273	177	7798	2	1991	0	0.6146	3	6	2
677	8.938526325	1279	183	7798	2	1991	0	0.5117	3	7	3
678	50.0279891	1297	201	7798	2	1991	0	0.6328	3	7	3
679	48.73865579	1303	207	7798	2	1991	0	0.4354	3	7	3
680	11.94237679	1309	213	7798	2	1991	0	0.544	2	8	3
681	135.7889932	1315	219	7798	2	1991	0	0.3933	2	8	3
682	115.9223567	1321	225	7798	2	1991	0	0.6747	3	8	3
683	26.65463089	1339	243	7798	2	1991	0	0.48	2	9	3
684	94.74767852	1405	309	7798	2	1991	0	0.5245	6	11	4
685	57.35203699	1411	315	7798	2	1991	0	0.5375	3	11	4
686	105.8534697	1417	321	7798	2	1991	0	0.4156	3	11	4
687	22.35941105	1423	327	7798	2	1991	0	0.4122	5	11	4
688	21.06820772	1468	7	7798	2	1992	1	0.4838	4	1	1
689	30.09494206	1474	13	7798	2	1992	1	0.536	4	1	1
690	152.5078199	1480	19	7798	2	1992	1	0.4634	3	1	1
691	22.03729278	1486	25	7798	2	1992	1	0.8022	4	1	1
692	52.16670635	1492	31	7798	2	1992	1	0.794	4	2	1
693	33.39553403	1498	37	7798	2	1992	1	0.6186	4	2	1
694	34.07451298	1504	43	7798	2	1992	1	0.6143	4	2	1
695	46.41516554	1510	49	7798	2	1992	1	0.8263	4	2	1
743	59.78751677	1209	113	7804	2	1991	1	0.6511	5	4	2
744	20.19161196	1215	119	7804	2	1991	1	0.528	3	4	2
745	51.98625942	1221	125	7804	2	1991	1	0.5156	3	5	2
746	43.70176535	1227	131	7804	2	1991	1	0.5031	2	5	2
747	20.11753906	1323	227	7804	2	1991	1	0.7685	1	8	3
748	2.47698096	1329	233	7804	2	1991	1	0.8937	1	8	3
749	65.31419914	1335	239	7804	2	1991	1	0.9008	1	8	3
750	37.95914893	1560	99	7804	0	1992	0	0.6283	4	4	2
751	52.65775647	1566	105	7804	0	1992	0	0.8247	4	4	2
752	39.76183365	1572	111	7804	0	1992	0	0.9559	4	4	2
753	21.83295821	1578	117	7804	0	1992	0	0.8861	4	4	2
754	47.07076181	1584	123	7804	0	1992	0	0.862	4	5	2
755	51.07435641	1590	129	7804	0	1992	0	0.5098	4	5	2
756	17.44469955	1596	135	7804	0	1992	0	0.6039	4	5	2
757	14.19564689	1602	141	7804	0	1992	0	0.5839	4	5	2
758	13.75249903	1608	147	7804	0	1992	0	0.5938	4	5	2
759	3.603767254	1614	153	7804	0	1992	0	0.5829	4	6	2
760	1.138186612	1620	159	7804	0	1992	0	0.568	4	6	2
761	22.89805271	1638	177	7804	0	1992	0	0.4118	5	6	2
762	34.82850182	1644	183	7804	0	1992	0	0.4137	5	7	3
823	102.8878438	1215	119	7807	2	1991	1	0.6555	5	4	2
824	205.721899	1221	125	7807	2	1991	1	0.4964	5	5	2
825	35.35931765	1227	131	7807	2	1991	1	0.8188	4	5	2
826	79.47805794	1233	137	7807	2	1991	1	0.8978	4	5	2
827	25.56092537	1239	143	7807	2	1991	1	0.9673	4	5	2
828	86.77986225	1245	149	7807	2	1991	1	0.9511	4	5	2
829	68.69388582	1251	155	7807	2	1991	1	0.6381	4	6	2
830	28.15887338	1257	161	7807	2	1991	1	0.9399	4	6	2
831	29.8957223	1263	167	7807	2	1991	1	0.9687	4	6	2
832	26.13679101	1269	173	7807	2	1991	1	0.9438	4	6	2
833	26.6276186	1275	179	7807	2	1991	1	0.966	4	6	2
834	89.67291735	1311	215	7807	2	1991	1	0.9097	4	8	3
835	128.9147868	1365	269	7807	2	1991	1	0.4335	5	9	3
836	45.0396985	1371	275	7807	2	1991	1	0.6775	5	10	4
837	14.70681101	1554	93	7807	0	1992	0	0.6052	5	4	2
838	24.19431498	1560	99	7807	0	1992	0	0.6052	5	4	2
839	19.20526984	1566	105	7807	0	1992	0	0.5191	5	4	2
840	18.66823349	1572	111	7807	0	1992	0	0.5877	4	4	2
841	73.09746182	1578	117	7807	0	1992	0	0.5423	4	4	2
842	18.2666552	1596	135	7807	0	1992	0	0.6824	4	5	2
843	42.62311606	1602	141	7807	0	1992	0	0.7381	4	5	2
844	156.0541204	1608	147	7807	0	1992	0	0.7547	4	5	2
845	108.245605	1614	153	7807	0	1992	0	0.8965	4	6	2
846	69.21888882	1620	159	7807	0	1992	0	0.9815	4	6	2
847	58.91123027	1626	165	7807	0	1992	0	0.9363	4	6	2
848	82.26783262	1698	237	7807	0	1992	0	0.4469	3	8	3
849	155.952045	1704	243	7807	0	1992	0	0.5737	3	8	3
850	21.83304212	1577	116	7814	2	1992	1	0.7241	5	4	2
851	15.34419372	1583	122	7814	2	1992	1	0.6711	5	5	2
852	2.928521445	1589	128	7814	2	1992	1	0.6711	5	5	2
853	4.122311538	1595	134	7814	2	1992	1	0.6711	5	5	2
854	4.977249226	1601	140	7814	2	1992	1	0.6711	5	5	2
855	20.89795894	1607	146	7814	2	1992	1	0.6711	5	5	2
856	13.74401518	1613	152	7814	2	1992	1	0.7241	5	6	2
857	1.800853831	1619	158	7814	2	1992	1	0.6711	5	6	2
858	107.5150635	1667	206	7814	2	1992	1	0.4092	2	7	3
859	49.26482961	1673	212	7814	2	1992	1	0.8252	2	7	3
860	14.87971067	1715	254	7814	2	1992	1	0.7223	1	9	3
861	34.0315226	1721	260	7814	2	1992	1	0.8038	1	9	3
862	110.4048186	1727	266	7814	2	1992	1	0.7336	1	9	3
863	62.6790306	1733	272	7814	2	1992	1	0.7664	5	9	3
864	58.38022495	1751	290	7814	2	1992	1	0.6911	5	10	4
865	102.1386978	1757	296	7814	2	1992	1	0.6791	5	10	4
866	157.1790913	1805	344	7814	2	1992	1	0.9614	4	12	4
867	45.20845494	1865	38	7814	2	1993	1	0.4049	5	2	1
868	14.61707482	1871	44	7814	2	1993	1	0.6102	3	2	1
869	2.826460537	1877	50	7814	2	1993	1	0.6711	5	2	1
870	15.84219178	1901	74	7814	2	1993	1	0.6711	5	3	1
871	19.21988639	1907	80	7814	2	1993	1	0.6711	5	3	1
872	33.54069116	1913	86	7814	2	1993	1	0.6711	5	3	1
873	37.25058656	1937	110	7814	2	1993	1	0.5629	5	4	2
874	12.24897336	1979	152	7814	2	1993	1	0.5725	5	6	2
875	44.55747341	2027	200	7814	2	1993	1	0.5888	1	7	3
876	25.31562657	2075	248	7814	2	1993	1	0.5629	5	9	3
877	17.03459912	2135	308	7814	2	1993	1	0.6711	5	11	4
878	34.15072435	2231	39	7814	0	1994	0	0.847	5	2	1
879	13.19798087	2279	87	7814	0	1994	0	0.6711	5	3	1
880	15.50937935	2297	105	7814	0	1994	0	0.6711	5	4	2
881	8.323937483	2315	123	7814	0	1994	0	0.6711	5	5	2
882	40.47663625	2333	141	7814	0	1994	0	0.7689	4	5	2
883	20.18559893	2417	225	7814	0	1994	0	0.7653	5	8	3
995	47.64948231	1570	109	7824	2	1992	1	0.6178	4	4	2
996	15.52733364	1576	115	7824	2	1992	1	0.6347	5	4	2
997	5.241035939	1582	121	7824	2	1992	1	0.8114	5	5	2
998	6.764793411	1588	127	7824	2	1992	1	0.6347	5	5	2
999	4.275897254	1594	133	7824	2	1992	1	0.6347	5	5	2
1000	43.09795708	1600	139	7824	2	1992	1	0.6347	5	5	2
1001	32.25842703	1606	145	7824	2	1992	1	0.5164	4	5	2
1002	3.622538635	1624	163	7824	2	1992	1	0.4635	4	6	2
1003	38.23761456	1630	169	7824	2	1992	1	0.4838	4	6	2
1004	28.30691867	1648	187	7824	2	1992	1	0.6549	4	7	3
1005	127.4331917	1654	193	7824	2	1992	1	0.4157	3	7	3
1006	90.78023758	1660	199	7824	2	1992	1	0.7969	5	7	3
1007	57.08414843	1666	205	7824	2	1992	1	0.7858	3	7	3
1008	115.121032	1684	223	7824	2	1992	1	0.6629	3	8	3
1009	29.30127673	1690	229	7824	2	1992	1	0.9881	4	8	3
1010	11.41159711	1696	235	7824	2	1992	1	0.5351	4	8	3
1011	116.7496169	1726	265	7824	2	1992	1	0.6842	3	9	3
1012	248.7341174	1744	283	7824	2	1992	1	0.9712	4	10	4
1013	22.51904854	1584	123	7829	2	1992	1	0.5646	4	5	2
1014	41.97867828	1590	129	7829	2	1992	1	0.4133	3	5	2
1015	77.63367254	1614	153	7829	2	1992	1	0.4981	3	6	2
1016	51.89868604	1620	159	7829	2	1992	1	0.8254	3	6	2
1017	14.97063074	1626	165	7829	2	1992	1	0.4781	3	6	2
1018	77.18450123	1632	171	7829	2	1992	1	0.3342	4	6	2
1019	30.75658746	1950	123	7829	0	1993	0	0.4718	3	5	2
1020	52.64401793	1974	147	7829	0	1993	0	0.88	4	5	2
1021	8.550528172	1980	153	7829	0	1993	0	0.7967	4	6	2
1022	145.7153907	1998	171	7829	0	1993	0	0.4588	5	6	2
1023	21.50684144	2004	177	7829	0	1993	0	0.4359	4	6	2
1024	75.96501088	2010	183	7829	0	1993	0	0.2765	2	7	3
1025	71.45150702	2016	189	7829	0	1993	0	0.4108	3	7	3
1026	50.90518461	2022	195	7829	0	1993	0	0.5945	3	7	3
1027	138.1413766	2112	285	7829	0	1993	0	0.5564	4	10	4
1028	122.5316503	2118	291	7829	0	1993	0	0.521	3	10	4
1029	105.2247583	2172	345	7829	0	1993	0	0.282	2	12	4
1030	62.54368982	2178	351	7829	0	1993	0	0.4221	2	12	4
1031	131.0721529	2184	357	7829	0	1993	0	0.5054	5	12	4
1032	44.59480424	2226	34	7829	1	1994	0	0.3872	5	2	1
1033	65.2002561	2232	40	7829	1	1994	0	0.4141	5	2	1
1034	28.03296095	2238	46	7829	1	1994	0	0.715	5	2	1
1035	19.72182423	2262	70	7829	1	1994	0	0.5888	4	3	1
1036	37.52763256	2268	76	7829	1	1994	0	0.5978	4	3	1
1037	38.95198557	2316	124	7829	1	1994	0	0.7984	4	5	2
1038	32.68776035	2322	130	7829	1	1994	0	0.7322	4	5	2
1039	25.95336867	2328	136	7829	1	1994	0	0.5526	4	5	2
1040	19.05194505	2346	154	7829	1	1994	0	0.404	2	6	2
1041	27.16534325	2592	35	7829	2	1995	1	0.5024	4	2	1
1042	74.26881458	2598	41	7829	2	1995	1	0.4912	3	2	1
1043	70.5240871	2604	47	7829	2	1995	1	0.5136	3	2	1
1044	48.87916971	2646	89	7829	2	1995	1	0.5094	4	3	1
1045	98.62442702	2652	95	7829	2	1995	1	0.3543	3	4	2
1046	33.48689445	2724	167	7829	2	1995	1	0.5101	4	6	2
1047	36.01293276	1581	120	7830	2	1992	1	0.4873	5	4	2
1048	97.73681905	1587	126	7830	2	1992	1	0.4379	5	5	2
1049	86.16454974	1593	132	7830	2	1992	1	0.3862	3	5	2
1050	59.53240343	1599	138	7830	2	1992	1	0.5391	4	5	2
1051	38.46400945	1605	144	7830	2	1992	1	0.5102	3	5	2
1052	20.1670271	1611	150	7830	2	1992	1	0.6767	4	5	2
1053	70.53925173	1617	156	7830	2	1992	1	0.6673	4	6	2
1054	32.67237102	1623	162	7830	2	1992	1	0.4303	3	6	2
1055	88.87197073	1629	168	7830	2	1992	1	0.3419	4	6	2
1056	63.58625197	1635	174	7830	2	1992	1	0.6394	4	6	2
1057	56.28317314	1641	180	7830	2	1992	1	0.8749	4	6	2
1058	117.2722947	1647	186	7830	2	1992	1	0.4928	4	7	3
1059	49.84772396	1653	192	7830	2	1992	1	0.6379	3	7	3
1060	60.36901375	1659	198	7830	2	1992	1	0.8085	3	7	3
1061	59.98774712	1683	222	7830	2	1992	1	0.6847	1	8	3
1062	111.7474254	1689	228	7830	2	1992	1	0.573	2	8	3
1063	83.11112015	1719	258	7830	2	1992	1	0.5082	3	9	3
1064	111.0698072	1743	282	7830	2	1992	1	0.9252	4	10	4
1065	118.7229114	1761	300	7830	2	1992	1	0.7956	1	10	4
1066	71.70811363	1953	126	7830	2	1993	1	0.858	4	5	2
1067	75.57232328	1959	132	7830	2	1993	1	0.9523	4	5	2
1068	14.50017876	2019	192	7830	2	1993	1	0.5275	4	7	3
1069	39.91696201	2295	103	7830	2	1994	1	0.5048	4	4	2
1070	6.823978749	2301	109	7830	2	1994	1	0.7101	4	4	2
1071	22.95775193	2307	115	7830	2	1994	1	0.6923	4	4	2
1072	15.28832912	2313	121	7830	2	1994	1	0.6848	4	5	2
1073	21.83216021	2319	127	7830	2	1994	1	0.8393	4	5	2
1074	34.72011676	2325	133	7830	2	1994	1	0.9078	4	5	2
1075	26.85790352	2331	139	7830	2	1994	1	0.8637	4	5	2
1076	33.65700983	2337	145	7830	2	1994	1	0.8726	4	5	2
1077	127.9557906	2343	151	7830	2	1994	1	0.8298	4	6	2
1078	80.05954923	2379	187	7830	2	1994	1	0.6297	3	7	3
1135	57.60227742	1689	228	7840	2	1992	0	0.839	5	8	3
1136	101.3356371	1695	234	7840	2	1992	0	0.5158	2	8	3
1137	82.20461436	1701	240	7840	2	1992	0	0.7813	6	8	3
1138	64.77239603	1719	258	7840	2	1992	0	0.6977	5	9	3
1139	29.7024074	1725	264	7840	2	1992	0	0.8132	5	9	3
1140	3.976567403	1761	300	7840	2	1992	0	0.713	5	10	4
1141	4.094379583	1767	306	7840	2	1992	0	0.713	5	11	4
1142	25.58617657	1773	312	7840	2	1992	0	0.713	5	11	4
1143	35.53062596	1779	318	7840	2	1992	0	0.9275	5	11	4
1144	1.141230593	1797	336	7840	2	1992	0	0.9275	5	12	4
1145	92.59150003	1881	54	7840	2	1993	1	0.9275	5	2	1
1146	28.1259672	1887	60	7840	2	1993	1	0.6493	5	3	1
1147	3.687764805	1893	66	7840	2	1993	1	0.767	5	3	1
1148	7.304525827	1899	72	7840	2	1993	1	0.767	5	3	1
1149	7.729517094	1905	78	7840	2	1993	1	0.767	5	3	1
1150	20.46998231	1911	84	7840	2	1993	1	0.767	5	3	1
1151	7.754395239	1917	90	7840	2	1993	1	0.6493	5	4	2
1152	16.01223056	1923	96	7840	2	1993	1	0.7492	4	4	2
1153	7.852754335	1929	102	7840	2	1993	1	0.767	5	4	2
1182	22.49767631	1906	79	7842	0	1993	0	0.8511	5	3	1
1183	44.27076767	1912	85	7842	0	1993	0	0.556	4	3	1
1184	14.07858414	1918	91	7842	0	1993	0	0.5609	4	4	2
1185	14.53233529	1924	97	7842	0	1993	0	0.6395	5	4	2
1186	7.93069759	1930	103	7842	0	1993	0	0.6395	5	4	2
1187	70.98071366	1936	109	7842	0	1993	0	0.6395	5	4	2
1188	40.31645963	1942	115	7842	0	1993	0	0.8672	4	4	2
1189	27.84395153	1948	121	7842	0	1993	0	0.7259	3	5	2
1190	35.73763808	1954	127	7842	0	1993	0	0.9771	4	5	2
1191	22.61218645	1960	133	7842	0	1993	0	0.9844	4	5	2
1192	24.58264512	1966	139	7842	0	1993	0	0.9492	4	5	2
1193	80.4773518	1972	145	7842	0	1993	0	0.7241	4	5	2
1194	27.95266807	1978	151	7842	0	1993	0	0.9479	4	6	2
1195	13.01923976	1984	157	7842	0	1993	0	0.4563	4	6	2
1196	12.59704524	1990	163	7842	0	1993	0	0.7247	4	6	2
1197	10.25512642	1996	169	7842	0	1993	0	0.7216	4	6	2
1198	44.43501825	2002	175	7842	0	1993	0	0.46	3	6	2
1199	68.69260766	2008	181	7842	0	1993	0	0.4855	4	7	3
1200	54.66302147	2014	187	7842	0	1993	0	0.6838	4	7	3
1201	31.97402763	2020	193	7842	0	1993	0	0.6682	4	7	3
1202	37.13636867	2026	199	7842	0	1993	0	0.5924	5	7	3
1203	48.48943097	2122	295	7842	0	1993	0	0.5924	5	10	4
1204	8.48334889	2164	337	7842	0	1993	0	0.8784	4	12	4
1205	103.2947068	2170	343	7842	0	1993	0	0.9061	4	12	4
1206	54.37059773	2176	349	7842	0	1993	0	0.8617	4	12	4
1207	36.00203337	2182	355	7842	0	1993	0	0.6999	4	12	4
1208	44.69919981	2188	361	7842	0	1993	0	0.6395	5	12	4
1209	58.15685955	2194	2	7842	2	1994	1	0.6971	4	1	1
1210	136.9047715	2200	8	7842	2	1994	1	0.7928	4	1	1
1211	1.884448038	2230	38	7842	2	1994	1	0.3691	5	2	1
1212	42.3005008	2254	62	7842	2	1994	1	0.8053	5	3	1
1213	42.47055262	2260	68	7842	2	1994	1	0.7191	5	3	1
1214	78.82498158	2266	74	7842	2	1994	1	0.6637	5	3	1
1215	16.76488864	2272	80	7842	2	1994	1	0.6172	5	3	1
1216	45.18571175	2278	86	7842	2	1994	1	0.6172	5	3	1
1217	57.57113213	2284	92	7842	2	1994	1	0.9054	4	4	2
1218	42.19947017	2290	98	7842	2	1994	1	0.9705	4	4	2
1219	34.58292635	2296	104	7842	2	1994	1	0.8962	4	4	2
1220	40.71131103	2302	110	7842	2	1994	1	0.9721	4	4	2
1221	44.24104223	2308	116	7842	2	1994	1	0.9701	4	4	2
1222	44.00380311	2314	122	7842	2	1994	1	0.92	6	5	2
1223	46.49701845	2320	128	7842	2	1994	1	0.9814	4	5	2
1224	34.941577	2326	134	7842	2	1994	1	0.9151	4	5	2
1225	25.82963943	2380	188	7842	2	1994	1	0.6112	3	7	3
1226	9.484619502	2602	45	7842	0	1995	0	0.6172	5	2	1
1227	3.690788443	2626	69	7842	0	1995	0	0.6545	5	3	1
1228	24.69251361	2632	75	7842	0	1995	0	0.6545	5	3	1
1229	66.67537716	2638	81	7842	0	1995	0	0.6102	5	3	1
1230	31.88747251	2644	87	7842	0	1995	0	0.9751	4	3	1
1231	14.11211587	2674	117	7842	0	1995	0	0.9695	4	4	2
1232	12.69994709	2692	135	7842	0	1995	0	0.8911	4	5	2
1233	23.00294561	2698	141	7842	0	1995	0	0.8002	4	5	2
1234	19.10114485	2704	147	7842	0	1995	0	0.8292	4	5	2
1235	25.26035889	2722	165	7842	0	1995	0	0.4373	5	6	2
1236	11.64775471	2728	171	7842	0	1995	0	0.5937	3	6	2
1237	14.29022065	2746	189	7842	0	1995	0	0.611	3	7	3
1238	27.87119298	2752	195	7842	0	1995	0	0.7686	3	7	3
1239	93.96068832	2758	201	7842	0	1995	0	0.4886	3	7	3
1240	33.02843831	2776	219	7842	0	1995	0	0.5225	3	8	3
1241	6.554027834	2824	267	7842	0	1995	0	0.6172	5	9	3
1242	23.06257042	2842	285	7842	0	1995	0	0.6395	5	10	4
1243	14.42357508	2848	291	7842	0	1995	0	0.6395	5	10	4
1244	11.17393547	2944	22	7842	1	1996	0	0.8866	4	1	1
1245	82.61796416	2992	70	7842	1	1996	0	0.8427	4	3	1
1246	29.40657681	2998	76	7842	1	1996	0	0.8687	4	3	1
1256	49.82967707	1935	108	7860	2	1993	1	0.6326	4	4	2
1257	96.29622795	1941	114	7860	2	1993	1	0.7387	4	4	2
1258	115.8823027	1947	120	7860	2	1993	1	0.9032	4	5	2
1259	50.74881214	1986	159	7860	2	1993	1	0.4608	3	6	2
1260	52.46609505	1999	172	7860	2	1993	1	0.4299	3	6	2
1261	193.5967064	2052	225	7860	2	1993	1	0.641	1	8	3
1262	171.6192843	2066	239	7860	2	1993	1	0.4827	4	8	3
1263	75.59268002	2082	255	7860	2	1993	1	0.3951	4	9	3
1264	69.78150022	2093	266	7860	2	1993	1	0.8569	1	9	3
1265	105.5567301	2132	305	7860	2	1993	1	0.5716	1	11	4
1266	215.512666	2152	325	7860	2	1993	1	0.391	3	11	4
